permitnumber,address,typeofwork,commercialorresidential,occupancytype,approvedscopeofwork,permitissuedate,lng,lat
MP-2022-004141,2002 TASKER ST,New Construction,Residential,,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation of New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. EACH HVAC UNIT TO BE SELF-CONTAINED WITHIN EACH DWELLING UNIT. NO PENETRATIONS OF RATED ASSEMBLIES. (install all new ductwork through entire house with new hvac mechanicals.We will install 2 systems. both will be a 92% 60,000 BTU furnace with a 2 ton a-coil and a 2 ton outdoor condenser. one mechanical room will be located in the basement then the other unit will be located on the 3nd floor mechanical room. both condensers will be located on the ground in the back yard. there will be 14 diffusers total).",2022-08-15 04:00:00+00,-75.17812712031075,39.93160150090125
CP-2022-006589,1203 N 41ST ST,New Construction,Commercial,R-2 Residential (>2 Dwellings),"FOR NEW CONSTRUCTION OF AN ATTACHED FOUR-STORY BUILDING WITH CELLAR AND ROOF DECK ACCESSED THROUGH HATCH (ROOF DECK FOR MAINTENANCE ONLY).  FOR USE AS A MULTI-FAMILY (8 UNITS) HOUSEHOLD LIVING. AS PER PLANS.  BUILDING TO BE FULLY SPRINKLERED PER NFPA 13 
 AND STANDPIPES PER NFPA 14.  SEPARATE PERMIT REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION.",2023-06-02 04:00:00+00,-75.20622845015608,39.974394970977734
FP-2025-000639,4050 CONSHOHOCKEN AVE,New Construction,Commercial,,"FOR THE INSTALLATION OF A FIRE SUPPRESSION SYSTEM IN ACCORDANCE WITH NFPA 13R THROUGHOUT THE ENTIRE BUILDING WITH 2” FIRE SERVICE, 4"" BACKFLOW PREVENTION ASSEMBLY AND A FIRE PUMP COMPLYING WITH NFPA 20. SEE FP-2024-001118 FOR THE INSTALLATION OF THE BACKFLOW PREVENTION DEVICE AND FIRE PUMP. ALL WORK SHALL COMPLY WITH THE APPROVED PLANS. ALL WORK SHALL BE PERFORMED BY A FIRE SUPPRESSION CONTRACTOR LICENSED BY THE CITY OF PHILADELPHIA.",2025-04-24 04:00:00+00,-75.21287778965673,40.001192930634005
FP-2023-000975,3843 HAVERFORD AVE,New Construction,Commercial,,"FOR THE INSTALLATION OF  NEW FIRE SUPPRESSION SYSTEM COMPLYING WITH NFPA 13R THROUGHOUT AN EXISTING STRUCTURE. INSTALLATION  TO INCLUDE 2"" MAIN FIRE SERVICE LINE AND 2."" DC WILKINS 950 XLT2 BACKFLOW PREVENTION ASSEMBLY AS PER APPROVED PLANS. ** ALL WORK SHALL BE PERFORMED BY A FIRE SUPPRESSION CONTRACTOR LICENSED BY THE CITY OF PHILADELPHIA.**

",2023-06-12 04:00:00+00,-75.19883551989241,39.963484450639946
FP-2020-002349,2552 CECIL B MOORE AVE,New Construction,Commercial,,"INSTALLATION OF AN AUTOMATIC FIRE SUPPRESSION SYSTEM IN ACCORDANCE WITH NFPA 13 AND NFPA 13R THROUGHOUT FOUR STORY MIXED-USE BUILDING TO INCLUDE TWO STANDPIPE RISERS, BACKFLOW PREVENTIONS ASSEMBLY AND 2-INCH FIRE SERVICE LINE. ALL WORK IN ACCORDANCE WITH APPROVED PLANS.",2021-01-26 05:00:00+00,-75.17717424019682,39.98098830135282
FP-2021-002411,1819 WATERLOO ST,New Construction,Residential,,FOR INSTALLATION OF A SPRINKLER SYSTEM PER NFPA 13D WITH 1-INCH COMBINED SERVICE LINE AS PER APPROVED PLANS.,2021-09-15 04:00:00+00,-75.1351495100354,39.977731550512694
FP-2020-001800,3104 N BROAD ST,New Construction,Commercial,,"INSTALLATION OF AN AUTOMATIC FIRE SUPPRESSION SYSTEM IN ACCORDANCE WITH NFPA 13R WITH A FIRE DEPARTMENT CONNECTION, BACKKFLOW PREVENTION DEVICE AND 2"" SERVICE LINE, THROUGHOUT A THREE (3) STORY STRUCTURE. SEPARATE PERMIT REQUIRE FOR ALL PLUMBING WORK",2021-02-24 05:00:00+00,-75.15353714954597,40.00022830113597
FP-2025-001157,1124-28 DICKINSON ST,New Construction,Residential,,FOR THE INSTALLATION OF AN AUTOMATIC FIRE SUPPRESSION SYSTEM IN ACCORDANCE WITH NFPA 13D THROUGHOUT THREE STORY BUILDING TO INCLUDE 1 1/2-INCH COMBINED WATER SERVICE LINE AS PER APPROVED PLANS. ALL WORK SHALL BE DONE IN ACCORDANCE WITH APPROVED PLANS/HYDRAULIC CALCULATIONS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK.,2025-07-15 04:00:00+00,-75.16373154053575,39.93103364077668
CP-2022-003353,2122-52 SHARSWOOD ST,New Construction,Commercial,R-2 Residential (>2 Dwellings),"NEW CONSTRUCTION OF A DETACHED THREE (3) STORY BUILDING FOR USE AS AN EIGHT (8) FAMILY DWELLING AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED PER NFPA 13. SEPARATE PERMIT REQUIRED TO SUBMIT TRUSS DRAWINGS. *2018 IBC REVIEW*
**SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK**

AMENDMENT APPROVED 12/21/23
AMEND NEW CONSTRUCTION PERMIT CP-2022-003353 TO CHANGE CONSTRUCTION TYPE TO VA AND SPRINKLER REQUIREMENT TO NFPA 13R BASED ON REVIEW OF ALL BUILDINGS ON LOT AS ONE PER SECTION 705.3 AND AS PER APPROVED PLANS. ",2022-12-15 05:00:00+00,-75.17116839048266,39.9766222812235
RP-2024-011716,3101 CLIFFORD ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"FOR A NEW CONSTRUCTION OF A THREE- STORY WOOD-FRAME ATTACHED STRUCTURE ON REINFORCED CONCRETE FOOTINGS/FOUNDATIONS. FOR USE AS A SINGLE-FAMILY DWELLING THROUGHOUT. BUILDING SHALL BE FULLY SPRINKLERED PER NFPA 13D MIN.  SEPARATE PERMITS REQUIRED FOR ALL FIRE SUPPRESSION SYSTEMS INSTALLATION. **MECHANICAL, ELECTRICAL AND PLUMBING WORK ARE INCLUDED IN THE SCOPE OF WORK. **PROTECTION OF RIGHT-OF-WAY / PEDESTRIANS / ADJACENT PROPERTIES REQUIRED DURING ALL CONSTRUCTION.**ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. **BOTH TO BE COMPLETED BY AN APPROVED PARTY. **",2025-01-20 05:00:00+00,-75.1850684703015,39.983159350705805
PP-2021-008829,879 N ORKNEY ST,New Construction or Additions,Residential,,Plumbing Permit (Water Distribution) for combo RP-2020-015914,2021-10-14 04:00:00+00,-75.14536340041653,39.965675011210124
MP-2022-004176,2045-49 N 2ND ST,New Construction,Commercial,,"FOR THE INSTALLATION OF A NEW HVAC SYSTEMS, ASSOCIATED DUCT WORK, ROOFTOP UNITS, AND REGISTERS/DIFFUSERS AS PER APPROVED PLANS.  SEPARATE PERMIT REQUIRED FOR ELECTRICAL, PLUMBING, FIRE SUPPRESSION",2022-08-24 04:00:00+00,-75.1366048402514,39.981822420807596
MP-2021-002138,1448 E WILT ST,New Construction,Residential,,"EZ PERMIT DUCTWORK & WARM-AIR APPLIANCES - For the installation if New Ductwork, Registers/Grilles/Diffusers, and Warm-Air Appliances as per attached standards.  Deviations from these standards require submission of construction and site plans. (Install One (1)- 90% Eff. 92,000 BTU Gas furnaces Exhausted via direct vent to the exterior (Side) install ductwork, grilles, registers and diffusers, installing One 3-Ton Coil & One 3-Ton 13 SEER A/C condenser located on a pad at the rear of the building. (SFD) RP- 2020-005142).",2021-04-05 04:00:00+00,-75.12884652007378,39.97559202098628
PP-2022-014055,6147 OSCEOLA ST,New Construction or Additions,Residential,,Plumbing Permit (Exterior Building Drainage) for combo RP-2022-009539,2022-11-14 05:00:00+00,-75.17686338020013,40.04441831136756
PP-2024-008578,2925 MASTER ST,New Construction or Additions,Residential,,Plumbing Permit (Exterior Building Drainage) for combo RP-2024-000097,2024-09-25 04:00:00+00,-75.18369707951074,39.977847820546934
EP-2023-002781,5303 CHESTER AVE,New Construction,Commercial,,"Install 600 amp service with 10 gang meter; wire 9 apartments and common area with outlets, lights, switches, CO/smoke alarms as per 2017 NEC.  Install class B fire alarm as per 2016 NFPA 72.",2023-05-16 04:00:00+00,-75.22192530944281,39.94072491098476
RP-2021-020528,2688 PICKWICK ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"FOR THE CONSTRUCTION OF A FOUR-STORY STRUCTURE WITH ONE INTERIOR, OFF-STREET PARKING SPACE, AND PILOTHOUSE TO ACCESS ROOF DECK WITH 42-INCH GUARD RAILS, FOR USE AS A SINGLE-FAMILY DWELLING, AS PER APPROVED PLANS.",2021-12-31 05:00:00+00,-75.09188363988655,39.9898402411585
EP-2023-006612,2115 N 9TH ST,New Construction,Residential,,"2 100AMP PANELS 
1 60AMP PANEL
3 GANG METER
48 4 IN LED RECESS LIGHTS
60 OUTLETS 
40 SWITCHES
7TV/ DATA LOCATIONS
16 GFCI
AS PER 2017 NEC",2023-07-21 04:00:00+00,-75.14783778971166,39.9839643912654
RP-2023-003921,2021 ABIGAIL ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER (13D) WORK. (NO UNDERPINNING ON THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. EXCAVATION PERMIT, MUST BE ISSUED PRIOR TO THE START OF WORK. SP-2023-000994 must be issued first before work can start on this permit. **AMENDED 8/27/24-Amend framing plans for revisions to bracing all revisions noted on attached plans ***",2023-11-13 05:00:00+00,-75.1316470804937,39.981477551287455
MP-2021-000084,175 W OXFORD ST,New Construction,Residential,,FOR THE ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE-FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEOTECH REPORT. SEPARATE PERMITS REQUIRED FOR SPRINKLER (13R) WORK. ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C/O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.,2023-04-04 04:00:00+00,-75.138064660204,39.974978821282384
PP-2020-010102,2001 BEACH ST,New Construction or Additions,Residential,,Plumbing Permit (Interior) for combo RP-2020-010868,2021-04-02 04:00:00+00,-75.11693210992816,39.971272101012175
PP-2021-007037,2414-16 FRANKFORD AVE,New Construction or Additions,Commercial,,Domestic water and sanitary for mixed use building per Phila Plumbing code. ,2021-06-17 04:00:00+00,-75.12744238998391,39.98197477067864
RP-2021-011139,3408 MESSINA WAY,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"For the erection of a new, three (3) story attached structure (w/roof deck at rear of third floor above rear second story roof and deck at the rear second floor), to be used as Group R-3 (SFD), as per plans; separate permits required for all MEP/FSP work; building to be fully sprinklered as per NFPA 13D throughout; if field conditions vary, contact design engineer prior to the start of any work; covered walkway or sidewalk closure shall be required within 8.25 feet of the building facade in accordance with Section 3306 in the 2018 IBC (separate building and/or Streets Department permit required prior to start of any work); blower door testing shall be performed in accordance with ASTM E 779 or ASTM E 1827 by an approved third party agency.",2021-10-18 04:00:00+00,-75.19099194963182,39.909488580919806
PP-2024-004418,4050 CONSHOHOCKEN AVE,New Construction or Additions,Residential,,Plumbing Permit (Water Distribution) for combo RP-2024-002833,2024-11-25 05:00:00+00,-75.21287778965673,40.001192930634005
PP-2024-004005,4050 CONSHOHOCKEN AVE,New Construction or Additions,Residential,,Plumbing Permit (Interior) for combo RP-2024-002617,2025-02-04 05:00:00+00,-75.21287778965673,40.001192930634005
PP-2020-009502,2001 BEACH ST,New Construction or Additions,Residential,,Plumbing Permit (Interior) for combo RP-2020-010693,2020-11-25 05:00:00+00,-75.11693210992816,39.971272101012175
PP-2020-013485,2001 BEACH ST,New Construction or Additions,Residential,,ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR  SPRINKLER ( MINIMUM 13D) WORK. (UNDERPINNNING IS NOT PART OF THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.  'TYPE C' CONFIGURATION BASED ON THE MASTER PERMIT APPROVAL DOCUMENTS,2022-03-30 04:00:00+00,-75.11693210992816,39.971272101012175
PP-2021-000542,7519 RIDGE AVE,New Construction or Additions,Residential,,"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING. (NO UNDERPINNING ON THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2015 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.",2024-08-23 04:00:00+00,-75.23498215947635,40.04967824086062
1041315,1504 N 29TH ST,New Construction,Commercial,,"INSTALL 100AMP SERVICE AND CHANGE 10-OUTLETS,10-SWITCHES,INSTALL 2-OUTLETS IN KITCHEN AND INSTALL 2-OUTLETS IN BEDROOM AS PER 2014 NEC (CTRACT DISTRICT)ALL WORK DONE BY FISHING WIRES  ",2020-01-22 16:42:00+00,-75.18272303952894,39.97915359055703
EP-2020-011641,6006 PINE ST,New Construction,Commercial,,"Install 600 amp service with 5 gang meter bank, with 2- 150 amp panels and 2 -200 amp panels, install Outlets , switches, light, gfi's smokes and carbons in each unit, install exit/emergency light system as per 2017 NEC.
Install fire Alarm as per 2016 NFPA 72.",2021-03-26 04:00:00+00,-75.24258073988477,39.95532399083716
RP-2021-016135,832 CAMERON ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),ERECTION OF AN ATTACHED STRUCTURE FOR USE AS TWO FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR  SPRINKLER (13R) WORK. (UNDERPINNNING IS NOT PART OF THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.,2021-11-18 05:00:00+00,-75.16740043998853,39.96952252049512
MP-2021-008316,2001 BEACH ST,New Construction,Residential,,Mechanical / Fuel Gas Permit for combo RP-2021-019061,2022-03-23 04:00:00+00,-75.11693210992816,39.971272101012175
MP-2021-008387,2001 BEACH ST,New Construction,Residential,,Mechanical / Fuel Gas Permit for combo RP-2021-019167,2023-08-04 04:00:00+00,-75.11693210992816,39.971272101012175
1052845,2041 E LEHIGH AVE,New Construction,Residential,,INSTALL 1 GAS FURNANCE WITH DUCTWORK SFD UNIT 60,2020-02-26 17:19:00+00,-75.12122023033001,39.98644159058894
MP-2020-005856,2001 BEACH ST,New Construction,Residential,,ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR  SPRINKLER ( MINIMUM 13D) WORK. (UNDERPINNNING IS NOT PART OF THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.  'TYPE E' CONFIGURATION BASED ON THE MASTER PERMIT APPROVAL DOCUMENTS,2022-02-01 05:00:00+00,-75.11693210992816,39.971272101012175
MP-2020-005677,2001 BEACH ST,New Construction,Residential,,ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR  SPRINKLER ( MINIMUM 13D) WORK. (UNDERPINNNING IS NOT PART OF THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2018 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.  'TYPE D' CONFIGURATION BASED ON THE MASTER PERMIT APPROVAL DOCUMENTS.,2021-12-15 05:00:00+00,-75.11693210992816,39.971272101012175
MP-2024-004172,2240 N FRANKLIN ST,New Construction,Commercial,,"FOR THE INSTALLATION OF REGISTERS, DIFFUSERS, AND APPLIANCES WITH ASSOCIATED DUCTWORK. APPLIANCES TO BE INSTALLED IN ACCORDANCE WITH THE MANUFACTURER’S SPECIFICATIONS. FOR USE AS PREVIOUSLY APPROVED. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK.",2024-10-22 04:00:00+00,-75.1461063196629,39.98608364061045
MP-2022-006547,2244 N 3RD ST,New Construction,Commercial,,"FOR THE INSTALLATION OF A NEW HVAC SYSTEMS, ASSOCIATED DUCT WORK, ROOFTOP UNITS, DUCTLESS SYSTEMS, AND REGISTERS/DIFFUSERS AS PER APPROVED PLANS.  SEPARATE PERMIT REQUIRED FOR ELECTRICAL, PLUMBING, FIRE SUPPRESSION",2023-03-10 05:00:00+00,-75.13896723004824,39.98522109094709
RP-2021-017151,335 FOUNTAIN ST,New Construction,Residential,R-3 Residential (1 or 2 Dwellings),"ERECTION OF AN ATTACHED STRUCTURE FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. SHEETING AND SHORING AS PRESCRIBED IN GEO TECH REPORT. SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER (13D) WORK. (NO UNDERPINNING ON THIS PERMIT). ENERGY CODE COMPLIANCE IN ACCORDANCE WITH 2015 IECC. PRIOR TO ISSUANCE OF C.O SUBMITTAL OF AIR BARRIER CHECKLIST AND ENVELOPE TESTING CERTIFICATE IS REQUIRED. BOTH TO BE COMPLETED BY AN APPROVED PARTY.**AMEND Modification of structural members to provide a ""hot tub"" increased structural elements in selected areas***",2021-12-27 05:00:00+00,-75.2246371005402,40.03690328069956
CP-2024-003793,1850 N LEITHGOW ST,New Construction,Commercial,R-2 Residential (>2 Dwellings)|S-2 Storage (Low Hazard)|U Utility and Miscellaneous,"NEW CONSTRUCTION OF A FOUR (4) STORY, EIGHT (8) FAMILY DWELLING WITH ROOF DECKS AND ROOF DECK ACCESS STRUCTURES TO INCLUDE SURFACE PARKING SPACES AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED PER NFPA 13. SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK. *2018 IBC REVIEW*",2025-06-27 04:00:00+00,-75.14180294055626,39.979325961372275
PP-2023-007540,521 MANTON ST,New Construction or Additions,Residential,,Plumbing Permit (Exterior Building Drainage) for combo RP-2023-002831,2023-08-11 04:00:00+00,-75.15340178003085,39.93322778103786
MP-2022-001134,1805-07 RIDGE AVE,New Construction,Commercial,,"For the installation of a new HVAC system including installing warm air appliances via new ductwork for a mix of 5 apartments and a commercial of the first floor as per plans. Each apartment installing 2 Ton (14seer) Air handler located in the closet of each apartment, with 2 Ton (14seer) Heat Pump. Commercial space installing 3 Ton (14seer)Air Handler located in the basement with 3 Ton (14seer) Heat Pump. All condenser located in the roof.",2022-04-08 04:00:00+00,-75.16606417974427,39.972044101006546
PP-2021-007287,314-16 S 46TH ST,New Construction or Additions,Commercial,,"Installation of all interior supply and Drain/Waste/Vent pipe per plans and the 2018 Philadelphia Plumbing Code.

Installation of the main water distribution pipe, main house and storm drains, curb traps and fresh air inlets per approved PQD Utility Plan.

ALL EXCAVATIONS AND PLUMBING TRENCHES IN EXCESS OF 5' IN DEPTH MUST HAVE APPR'D SHORING IN PLACE AT THE TIME OF INSPECTION",2021-06-16 04:00:00+00,-75.21456591021166,39.952601000826036
PP-2021-019254,2531 N 2ND ST,New Construction or Additions,Commercial,,"New construction, interior & exterior plumbing.
+All proposed work to be done in accordance with Philadelphia Plumbing Code 2018. 
",2021-11-19 05:00:00+00,-75.1351335705071,39.98909240082863
